ds,y,measurement
2008-04-21T15:00:00Z,8.713910628493919,views
2008-04-22T15:00:00Z,8.09101504171053,views
2008-04-23T15:00:00Z,7.84031298332016,views
2008-04-24T15:00:00Z,7.648739788956241,views
2008-04-25T15:00:00Z,8.02092771898158,views
2008-04-26T15:00:00Z,7.83002808253384,views
2008-04-27T15:00:00Z,7.727535110475451,views
2008-04-28T15:00:00Z,7.835974581721571,views
2008-04-29T15:00:00Z,7.62657020629066,views
2008-04-30T15:00:00Z,7.64444076155657,views
2008-05-01T15:00:00Z,7.548555979169871,views
2008-05-02T15:00:00Z,7.440733707389259,views
2008-05-03T15:00:00Z,7.073269717459709,views
2008-05-04T15:00:00Z,7.02642680869964,views
2008-05-05T15:00:00Z,7.39203156751459,views
2008-05-06T15:00:00Z,7.29301767977278,views
2008-05-07T15:00:00Z,7.36137542897735,views
2008-05-08T15:00:00Z,7.51261754467451,views
2008-05-09T15:00:00Z,7.460490305825339,views
2008-05-10T15:00:00Z,7.114769448366459,views
2008-05-11T15:00:00Z,7.12528309151071,views
2008-05-12T15:00:00Z,7.45587668749182,views
2008-05-13T15:00:00Z,7.31721240835984,views
2008-05-14T15:00:00Z,7.4103470978210195,views
2008-05-15T15:00:00Z,7.40245152081824,views
2008-05-16T15:00:00Z,7.29437729928882,views
2008-05-17T15:00:00Z,6.989335265974559,views
2008-05-18T15:00:00Z,6.99301512293296,views
2008-05-19T15:00:00Z,7.431299675155901,views
2008-05-20T15:00:00Z,7.362010551259731,views
2008-05-21T15:00:00Z,7.454719949364001,views
2008-05-22T15:00:00Z,7.36833968631138,views
2008-05-23T15:00:00Z,7.143617602704119,views
2008-05-24T15:00:00Z,6.8351845861473,views
2008-05-25T15:00:00Z,6.89060912014717,views
2008-05-26T15:00:00Z,6.97447891102505,views
2008-05-27T15:00:00Z,7.26612877955645,views
2008-05-28T15:00:00Z,7.27031288607902,views
2008-05-29T15:00:00Z,7.26542972325395,views
2008-05-30T15:00:00Z,7.15773548424991,views
2008-05-31T15:00:00Z,6.86589107488344,views
2008-06-03T15:00:00Z,7.15383380157884,views
2008-06-04T15:00:00Z,7.21670948670946,views
2008-06-05T15:00:00Z,7.20191631753163,views
2008-06-06T15:00:00Z,7.21229446850034,views
2008-06-07T15:00:00Z,7.18614430452233,views
2008-06-08T15:00:00Z,6.82001636467413,views
2008-06-09T15:00:00Z,6.88243747099785,views
2008-06-10T15:00:00Z,7.18311170174328,views
2008-06-11T15:00:00Z,7.24279792279376,views
2008-06-12T15:00:00Z,7.1929342212158,views
2008-06-13T15:00:00Z,7.18387071506245,views
2008-06-14T15:00:00Z,6.9707300781435295,views
2008-06-15T15:00:00Z,6.917705609835299,views
2008-06-16T15:00:00Z,7.22256601882217,views
2008-06-17T15:00:00Z,7.356918242356019,views
2008-06-18T15:00:00Z,7.24279792279376,views
2008-06-19T15:00:00Z,7.22329567956231,views
2008-06-20T15:00:00Z,7.16317239084664,views
2008-06-21T15:00:00Z,7.24136628332232,views
2008-06-22T15:00:00Z,6.986566459406429,views
2008-06-23T15:00:00Z,6.9631899858702395,views
2008-06-24T15:00:00Z,7.25063551189868,views
2008-06-25T15:00:00Z,7.1608459066643,views
2008-06-26T15:00:00Z,7.13249755166004,views
2008-06-27T15:00:00Z,7.09174211509515,views
2008-06-28T15:00:00Z,7.01211529430638,views
2008-06-29T15:00:00Z,6.85751406254539,views
2008-06-30T15:00:00Z,6.82762923450285,views
2008-07-02T15:00:00Z,7.13009851012558,views
2008-07-03T15:00:00Z,7.27724772663148,views
2008-07-04T15:00:00Z,7.038783541388541,views
2008-07-05T15:00:00Z,6.89060912014717,views
2008-07-06T15:00:00Z,6.95749737087695,views
2008-07-07T15:00:00Z,7.29573507274928,views
2008-07-08T15:00:00Z,7.49720722320332,views
2008-07-09T15:00:00Z,7.3105501585344195,views
2008-07-10T15:00:00Z,7.204892510204671,views
2008-07-11T15:00:00Z,7.22256601882217,views
2008-07-12T15:00:00Z,7.25770767716004,views
2008-08-01T15:00:00Z,7.42595365707754,views
2008-08-02T15:00:00Z,7.117205503164341,views
2008-08-03T15:00:00Z,7.24992553671799,views
2008-08-04T15:00:00Z,8.27690348126706,views
2008-08-05T15:00:00Z,7.60638738977265,views
2008-08-06T15:00:00Z,7.643961949002531,views
2008-08-07T15:00:00Z,8.01234963932779,views
2008-08-08T15:00:00Z,7.93020620668468,views
2008-08-09T15:00:00Z,7.508787170634281,views
2008-08-10T15:00:00Z,7.521317980199241,views
2008-08-11T15:00:00Z,7.58984151218266,views
2008-08-12T15:00:00Z,7.5005294853952895,views
2008-08-13T15:00:00Z,7.370230641807081,views
2008-08-14T15:00:00Z,7.385230923066571,views
2008-08-15T15:00:00Z,7.30249642372733,views
2008-08-16T15:00:00Z,7.2751723194527695,views
2008-08-17T15:00:00Z,7.39203156751459,views
2008-08-18T15:00:00Z,7.516977224604321,views
2008-08-19T15:00:00Z,7.9091221832114105,views
2008-08-20T15:00:00Z,7.7231200922663295,views
2008-08-21T15:00:00Z,7.67042852219069,views
2008-08-22T15:00:00Z,7.62900388965296,views
2008-08-23T15:00:00Z,7.430707082545969,views
2008-08-24T15:00:00Z,7.57967882309046,views
2008-08-25T15:00:00Z,7.9483852851119,views
2008-08-26T15:00:00Z,7.79564653633459,views
2008-08-27T15:00:00Z,8.007367067983331,views
2008-08-28T15:00:00Z,7.790696031174741,views
2008-08-29T15:00:00Z,7.832807516524861,views
2008-08-30T15:00:00Z,7.51479976048867,views
2008-08-31T15:00:00Z,7.6275443904885005,views
2008-09-01T15:00:00Z,7.855157005881339,views
2008-09-02T15:00:00Z,7.96485088744731,views
2008-09-03T15:00:00Z,7.745868229792269,views
2008-09-04T15:00:00Z,8.080856419640991,views
2008-09-05T15:00:00Z,8.25997565976828,views
2008-09-06T15:00:00Z,7.769800996003901,views
2008-09-07T15:00:00Z,8.17751582384608,views
2008-09-08T15:00:00Z,9.28173036806286,views
2008-09-09T15:00:00Z,8.33854487998858,views
2008-09-10T15:00:00Z,7.83042561782033,views
2008-09-11T15:00:00Z,7.8087293067444,views
2008-09-12T15:00:00Z,7.81681996576455,views
2008-09-13T15:00:00Z,7.554858521040679,views
2008-09-14T15:00:00Z,8.55506684384432,views
2008-09-15T15:00:00Z,8.20794694104862,views
2008-09-16T15:00:00Z,8.08363720314155,views
2008-09-17T15:00:00Z,7.791109510610029,views
2008-09-18T15:00:00Z,7.67089483136212,views
2008-09-19T15:00:00Z,7.64012317269536,views
2008-09-20T15:00:00Z,7.55013534248843,views
2008-09-21T15:00:00Z,8.24931374626064,views
2008-09-22T15:00:00Z,8.3039999709552,views
2008-09-23T15:00:00Z,8.12681372072611,views
2008-09-24T15:00:00Z,7.70616297019958,views
2008-09-25T15:00:00Z,7.6638772587034705,views
2008-09-26T15:00:00Z,7.52671756135271,views
2008-09-27T15:00:00Z,7.92588031673756,views
2008-09-28T15:00:00Z,7.9215356321335495,views
2008-09-29T15:00:00Z,8.033982734683219,views
2008-09-30T15:00:00Z,7.72577144158795,views
2008-10-01T15:00:00Z,7.6943928026294195,views
2008-10-02T15:00:00Z,7.44949800538285,views
2008-10-03T15:00:00Z,7.391415234675361,views
2008-10-04T15:00:00Z,7.346010209913289,views
2008-10-05T15:00:00Z,8.10137467122858,views
2008-10-06T15:00:00Z,8.15651022607997,views
2008-10-07T15:00:00Z,7.97108575350561,views
2008-10-08T15:00:00Z,7.87283617502572,views
2008-10-09T15:00:00Z,7.63530388625941,views
2008-10-10T15:00:00Z,7.587817219993429,views
2008-10-11T15:00:00Z,7.342131730584719,views
2008-10-12T15:00:00Z,8.17751582384608,views
2008-10-13T15:00:00Z,8.34093322600088,views
2008-10-14T15:00:00Z,8.476579508530941,views
2008-10-15T15:00:00Z,7.87359778968554,views
2008-10-16T15:00:00Z,7.71735127218533,views
2008-10-17T15:00:00Z,7.4905294020607105,views
2008-10-18T15:00:00Z,7.37588214821501,views
2008-10-19T15:00:00Z,8.075582636671719,views
2008-10-20T15:00:00Z,8.16536363247398,views
2008-10-23T15:00:00Z,7.585281078639129,views
2008-10-24T15:00:00Z,7.60738142563979,views
2008-10-25T15:00:00Z,7.26752542782817,views
2008-10-26T15:00:00Z,8.040124664448381,views
2008-10-27T15:00:00Z,8.10922495308995,views
2008-10-28T15:00:00Z,8.806873266530689,views
2008-10-29T15:00:00Z,7.74716496652033,views
2008-10-30T15:00:00Z,7.480992162869519,views
2008-10-31T15:00:00Z,7.34665516317654,views
2008-11-01T15:00:00Z,7.24708058458576,views
2008-11-02T15:00:00Z,7.93808872689695,views
2008-11-03T15:00:00Z,9.03562977818356,views
2008-11-04T15:00:00Z,8.04109100370863,views
2008-11-05T15:00:00Z,7.40610338123702,views
2008-11-06T15:00:00Z,7.973844375944691,views
2008-11-07T15:00:00Z,7.76811037852599,views
2008-11-08T15:00:00Z,7.4713630881871,views
2008-11-09T15:00:00Z,8.03008409426756,views
2008-11-10T15:00:00Z,8.72939712269206,views
2008-11-11T15:00:00Z,7.93701748951545,views
2008-11-12T15:00:00Z,7.66528471847135,views
2008-11-13T15:00:00Z,7.58018941794454,views
2008-11-14T15:00:00Z,7.710653323501201,views
2008-11-15T15:00:00Z,7.2612250919719195,views
2008-11-16T15:00:00Z,8.04654935728308,views
2008-11-17T15:00:00Z,8.09346227450118,views
2008-11-18T15:00:00Z,7.767263996757309,views
2008-11-19T15:00:00Z,7.49665243816828,views
2008-11-20T15:00:00Z,7.5522372875608,views
2008-11-21T15:00:00Z,7.49720722320332,views
2008-11-22T15:00:00Z,7.3125534981025995,views
2008-11-23T15:00:00Z,7.938802248154481,views
2008-11-24T15:00:00Z,9.058703197313221,views
2008-11-25T15:00:00Z,8.19422930481982,views
2008-11-26T15:00:00Z,7.51914995766982,views
2008-11-27T15:00:00Z,7.551186867296151,views
2008-11-28T15:00:00Z,7.71378461659875,views
2008-11-29T15:00:00Z,7.60589000105312,views
2008-11-30T15:00:00Z,8.49902922078857,views
2008-12-01T15:00:00Z,8.29179710504873,views
2008-12-02T15:00:00Z,7.89469085042562,views
2008-12-03T15:00:00Z,7.790282380703481,views
2008-12-04T15:00:00Z,7.6553906448261495,views
2008-12-05T15:00:00Z,7.61035761831284,views
2008-12-06T15:00:00Z,7.531016332077921,views
2008-12-07T15:00:00Z,8.23137604557397,views
2008-12-08T15:00:00Z,8.00670084544037,views
2008-12-09T15:00:00Z,7.85864065562079,views
2008-12-10T15:00:00Z,7.6971213172826305,views
2008-12-11T15:00:00Z,7.595889917718541,views
2008-12-12T15:00:00Z,7.7358703199525705,views
2008-12-13T15:00:00Z,7.35115822643069,views
2008-12-14T15:00:00Z,8.03138533062553,views
2008-12-15T15:00:00Z,8.39434736141739,views
2008-12-16T15:00:00Z,7.82364593083495,views
2008-12-17T15:00:00Z,8.08671792030391,views
2008-12-18T15:00:00Z,7.77148876011762,views
2008-12-19T15:00:00Z,8.68895923427068,views
2008-12-20T15:00:00Z,7.74716496652033,views
2008-12-21T15:00:00Z,7.96067260838812,views
2008-12-22T15:00:00Z,8.62461158818351,views
2008-12-23T15:00:00Z,7.996653875462611,views
2008-12-24T15:00:00Z,7.620705086838259,views
2008-12-25T15:00:00Z,7.4318919168078,views
2008-12-26T15:00:00Z,7.46278915741245,views
2008-12-27T15:00:00Z,7.4489161025442,views
2008-12-28T15:00:00Z,8.25140306538056,views
2008-12-29T15:00:00Z,8.555259392222691,views
2008-12-30T15:00:00Z,8.31581113188354,views
2008-12-31T15:00:00Z,8.30992298925832,views
2009-01-01T15:00:00Z,7.75876054415766,views
2009-01-02T15:00:00Z,8.808219665118411,views
2009-01-03T15:00:00Z,9.12194622121359,views
2009-01-04T15:00:00Z,10.1538181636943,views
2009-01-05T15:00:00Z,9.26785427817679,views
2009-01-06T15:00:00Z,8.43424627059531,views
2009-01-07T15:00:00Z,8.13768818497761,views
2009-01-08T15:00:00Z,8.04494704961772,views
2009-01-09T15:00:00Z,8.22897764335831,views
2009-01-10T15:00:00Z,8.141189793457691,views
2009-01-11T15:00:00Z,9.215626376405421,views
2009-01-12T15:00:00Z,8.732788324973122,views
2009-01-13T15:00:00Z,8.51016857647927,views
2009-01-14T15:00:00Z,8.10409905614358,views
2009-01-15T15:00:00Z,7.950149887652019,views
2009-01-16T15:00:00Z,7.85205020726589,views
2009-01-17T15:00:00Z,7.6563371664301805,views
2009-01-18T15:00:00Z,8.04430540699064,views
2009-01-19T15:00:00Z,8.801017833540712,views
2009-01-20T15:00:00Z,7.82963038915019,views
2009-01-21T15:00:00Z,7.77737360265786,views
2009-01-22T15:00:00Z,7.93522953981691,views
2009-01-23T15:00:00Z,7.67229245562876,views
2009-01-24T15:00:00Z,7.38832785957711,views
2009-01-25T15:00:00Z,7.51152464839087,views
2009-01-26T15:00:00Z,7.66340766489348,views
2009-01-27T15:00:00Z,7.78945456608667,views
2009-01-28T15:00:00Z,7.807916628926411,views
2009-01-29T15:00:00Z,7.8248456910268605,views
2009-01-30T15:00:00Z,7.90654723236804,views
2009-01-31T15:00:00Z,7.70210434005105,views
2009-02-01T15:00:00Z,8.47762041629641,views
2009-02-02T15:00:00Z,9.14952823257943,views
2009-02-03T15:00:00Z,8.062117582754741,views
2009-02-04T15:00:00Z,8.06652149046999,views
2009-02-05T15:00:00Z,8.05959232888755,views
2009-02-06T15:00:00Z,8.04942705711069,views
2009-02-07T15:00:00Z,7.7621706071381995,views
2009-02-08T15:00:00Z,8.097730573664219,views
2009-02-09T15:00:00Z,8.01829613851552,views
2009-02-10T15:00:00Z,7.61677580869837,views
2009-02-11T15:00:00Z,7.84267147497946,views
2009-02-12T15:00:00Z,7.76853330092603,views
2009-02-13T15:00:00Z,7.53047999524554,views
2009-02-14T15:00:00Z,7.33236920592906,views
2009-02-15T15:00:00Z,7.22402480828583,views
2009-02-16T15:00:00Z,7.41637847919293,views
2009-02-17T15:00:00Z,7.42714413340862,views
2009-02-18T15:00:00Z,7.39756153552405,views
2009-02-19T15:00:00Z,7.49554194388426,views
2009-02-20T15:00:00Z,7.39939808333135,views
2009-02-21T15:00:00Z,7.00850518208228,views
2009-02-22T15:00:00Z,7.11801620446533,views
2009-02-23T15:00:00Z,7.48380668766583,views
2009-02-24T15:00:00Z,7.57147364885127,views
2009-02-25T15:00:00Z,7.648263030901919,views
2009-02-26T15:00:00Z,7.474204806496121,views
2009-02-27T15:00:00Z,7.47250074473756,views
2009-02-28T15:00:00Z,7.2115567333138,views
2009-03-01T15:00:00Z,7.3434262291473695,views
2009-03-02T15:00:00Z,7.48211892355212,views
2009-03-03T15:00:00Z,7.410951875583639,views
2009-03-04T15:00:00Z,7.40306109109009,views
2009-03-05T15:00:00Z,7.45298232946546,views
2009-03-06T15:00:00Z,7.42356844425917,views
2009-03-07T15:00:00Z,7.085064293952549,views
2009-03-08T15:00:00Z,7.2108184534722195,views
2009-03-09T15:00:00Z,7.356279876550749,views
2009-03-10T15:00:00Z,7.30451594646016,views
2009-03-11T15:00:00Z,7.465655310134059,views
2009-03-12T15:00:00Z,7.86901937649902,views
2009-03-13T15:00:00Z,7.2485040723706105,views
2009-03-14T15:00:00Z,7.07834157955767,views
2009-03-15T15:00:00Z,7.221105098182499,views
2009-03-16T15:00:00Z,7.33432935030054,views
2009-03-17T15:00:00Z,7.29233717617388,views
2009-03-18T15:00:00Z,7.2991214627108,views
2009-03-19T15:00:00Z,7.2834482287566304,views
2009-03-20T15:00:00Z,7.301822342137929,views
2009-03-21T15:00:00Z,7.062191632286559,views
2009-03-22T15:00:00Z,7.18159194461187,views
2009-03-23T15:00:00Z,7.50549227473742,views
2009-03-24T15:00:00Z,7.874739125171809,views
2009-03-25T15:00:00Z,7.5786568505947605,views
2009-03-26T15:00:00Z,7.3670770598810105,views
2009-03-27T15:00:00Z,7.25700270709207,views
2009-03-28T15:00:00Z,7.0561752841004095,views
2009-03-29T15:00:00Z,7.50273821075485,views
2009-03-30T15:00:00Z,7.44307837434852,views
2009-03-31T15:00:00Z,7.481555701909519,views
2009-04-01T15:00:00Z,7.48211892355212,views
2009-04-02T15:00:00Z,7.51914995766982,views
2009-04-03T15:00:00Z,7.65964295456468,views
2009-04-04T15:00:00Z,7.244227515603349,views
2009-04-05T15:00:00Z,7.23273313617761,views
2009-04-06T15:00:00Z,7.342131730584719,views
2009-04-07T15:00:00Z,7.421177528595389,views
2009-04-08T15:00:00Z,7.4922030426187405,views
2009-04-09T15:00:00Z,7.31521838975297,views
2009-04-10T15:00:00Z,7.14124512235049,views
2009-04-11T15:00:00Z,7.00940893270864,views
2009-04-12T15:00:00Z,7.08757370555797,views
2009-04-13T15:00:00Z,7.30451594646016,views
2009-04-14T15:00:00Z,7.374629015218941,views
2009-04-15T15:00:00Z,7.51261754467451,views
2009-04-16T15:00:00Z,7.51752085060303,views
2009-04-17T15:00:00Z,7.374001859350161,views
2009-04-18T15:00:00Z,7.14124512235049,views
2009-04-19T15:00:00Z,7.161622002939191,views
2009-04-20T15:00:00Z,7.4849302832896605,views
2009-04-21T15:00:00Z,7.51261754467451,views
2009-04-22T15:00:00Z,7.444833273892191,views
2009-04-23T15:00:00Z,7.474204806496121,views
2009-04-24T15:00:00Z,7.67182679787878,views
2009-04-25T15:00:00Z,7.84227877911735,views
2009-04-26T15:00:00Z,7.92407232492342,views
2009-04-27T15:00:00Z,7.82843635915759,views
2009-04-28T15:00:00Z,7.58680353516258,views
2009-04-29T15:00:00Z,7.629975707027791,views
2009-04-30T15:00:00Z,7.709756864454159,views
2009-05-01T15:00:00Z,7.52671756135271,views
2009-05-02T15:00:00Z,7.19368581839511,views
2009-05-03T15:00:00Z,7.25770767716004,views
2009-05-04T15:00:00Z,7.454141078146679,views
2009-05-05T15:00:00Z,7.481555701909519,views
2009-05-06T15:00:00Z,7.5590382554433795,views
2009-05-07T15:00:00Z,7.444833273892191,views
2009-05-08T15:00:00Z,7.337587743538599,views
2009-05-09T15:00:00Z,7.1356873470281394,views
2009-05-10T15:00:00Z,7.085064293952549,views
2009-05-11T15:00:00Z,7.27239839257005,views
2009-05-12T15:00:00Z,7.5109777520140995,views
2009-05-13T15:00:00Z,7.498869733976929,views
2009-05-14T15:00:00Z,7.444248649496711,views
2009-05-15T15:00:00Z,7.40306109109009,views
2009-05-16T15:00:00Z,6.91671502035361,views
2009-05-17T15:00:00Z,6.97728134163075,views
2009-05-18T15:00:00Z,7.482681828154651,views
2009-05-19T15:00:00Z,7.4139702901904405,views
2009-05-20T15:00:00Z,7.372118028337789,views
2009-05-21T15:00:00Z,7.33367639565768,views
2009-05-22T15:00:00Z,7.395107546562491,views
2009-05-23T15:00:00Z,7.03614849375054,views
2009-05-24T15:00:00Z,6.87419849545329,views
2009-05-25T15:00:00Z,6.98471632011827,views
2009-05-26T15:00:00Z,7.45587668749182,views
2009-05-27T15:00:00Z,7.49498623395053,views
2009-05-28T15:00:00Z,7.33106030521863,views
2009-05-29T15:00:00Z,7.104965448269839,views
2009-05-30T15:00:00Z,6.993932975223191,views
2009-05-31T15:00:00Z,6.93049476595163,views
2009-06-01T15:00:00Z,7.2181768384034095,views
2009-06-02T15:00:00Z,7.475905969367401,views
2009-06-03T15:00:00Z,7.364547014255639,views
2009-06-04T15:00:00Z,7.2399325913204695,views
2009-06-05T15:00:00Z,7.30921236569276,views
2009-06-06T15:00:00Z,7.1388669999455185,views
2009-06-07T15:00:00Z,6.97260625130175,views
2009-06-08T15:00:00Z,7.18841273649695,views
2009-06-09T15:00:00Z,7.334981878871809,views
2009-06-10T15:00:00Z,7.33432935030054,views
2009-06-11T15:00:00Z,7.43248380791712,views
2009-06-12T15:00:00Z,7.391415234675361,views
2009-06-13T15:00:00Z,6.96129604591017,views
2009-06-14T15:00:00Z,7.021976423072161,views
2009-06-15T15:00:00Z,7.21376830811864,views
2009-06-16T15:00:00Z,7.50988306115491,views
2009-06-17T15:00:00Z,7.328437352895159,views
2009-06-18T15:00:00Z,7.49665243816828,views
2009-06-19T15:00:00Z,7.20042489294496,views
2009-06-20T15:00:00Z,7.08422642209792,views
2009-06-21T15:00:00Z,7.14913159855741,views
2009-06-22T15:00:00Z,7.25629723969068,views
2009-06-23T15:00:00Z,7.19818357710194,views
2009-06-24T15:00:00Z,7.28892769452126,views
2009-06-25T15:00:00Z,7.12849594568004,views
2009-06-26T15:00:00Z,7.0825485693553,views
2009-06-27T15:00:00Z,6.822197390620491,views
2009-06-28T15:00:00Z,6.947937068614969,views
2009-06-29T15:00:00Z,7.11232744471091,views
2009-06-30T15:00:00Z,7.1996783456911695,views
2009-07-01T15:00:00Z,7.31721240835984,views
2009-07-02T15:00:00Z,7.09837563859079,views
2009-07-03T15:00:00Z,7.04490511712937,views
2009-07-04T15:00:00Z,7.30451594646016,views
2009-07-05T15:00:00Z,7.793586803371579,views
2009-07-06T15:00:00Z,7.80547462527086,views
2009-07-07T15:00:00Z,7.483244416073849,views
2009-07-08T15:00:00Z,7.356918242356019,views
2009-07-09T15:00:00Z,7.50714107972761,views
2009-07-10T15:00:00Z,7.37525577800975,views
2009-07-11T15:00:00Z,7.196686570834349,views
2009-07-12T15:00:00Z,7.22329567956231,views
2009-07-13T15:00:00Z,7.35244110024358,views
2009-07-14T15:00:00Z,7.31721240835984,views
2009-07-15T15:00:00Z,7.444248649496711,views
2009-07-16T15:00:00Z,7.35564110297425,views
2009-07-17T15:00:00Z,7.324489979348531,views
